,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
5102,2466,价格,18,20,实惠,21,23,价格,正面,这款气垫挺好用的，细腻，易推开!而且价格也实惠!会回购的!
5103,2467,客服,2,4,耐心,5,7,服务,正面,感谢客服的耐心，物流超快，虽然还没用，相信效果非常好。
5104,2467,物流,8,10,超快,10,12,物流,正面,感谢客服的耐心，物流超快，虽然还没用，相信效果非常好。
5105,2468,_, , ,挺好的,0,3,整体,正面,挺好的哟，不错不错，值得购买
5106,2468,_, , ,不错,5,7,整体,正面,挺好的哟，不错不错，值得购买
5107,2469,_, , ,不厚重,14,17,使用体验,正面,这款隔离挺轻薄的，用起来自然不厚重
5108,2469,_, , ,自然,12,14,功效,正面,这款隔离挺轻薄的，用起来自然不厚重
5109,2469,_, , ,挺轻薄的,4,8,使用体验,正面,这款隔离挺轻薄的，用起来自然不厚重
5110,2470,_, , ,不错,0,2,整体,正面,不错很好用，下次还会光顾
5111,2470,_, , ,很好用,2,5,整体,正面,不错很好用，下次还会光顾
5112,2471,_, , ,很好,0,2,整体,正面,很好，不油腻，很适合我用，平价
5113,2471,_, , ,不油腻,3,6,使用体验,正面,很好，不油腻，很适合我用，平价
5114,2471,_, , ,很适合,7,10,整体,正面,很好，不油腻，很适合我用，平价
5115,2471,_, , ,平价,13,15,价格,正面,很好，不油腻，很适合我用，平价
5116,2472,_, , ,比较适合,20,24,整体,正面,买给老妈和老姨的，老妈用这个挺长时间了，比较适合她的皮肤。双十一价格实惠！所以囤了两瓶
5117,2472,价格,32,34,实惠,34,36,价格,正面,买给老妈和老姨的，老妈用这个挺长时间了，比较适合她的皮肤。双十一价格实惠！所以囤了两瓶
5118,2473,美白效果,10,14,很不错,20,23,功效,正面,第一次使用隔离霜感觉美白效果和隔离效果都很不错。
5119,2473,隔离效果,15,19,很不错,20,23,功效,正面,第一次使用隔离霜感觉美白效果和隔离效果都很不错。
5120,2474,_, , ,还可以,10,13,整体,正面,货收到了使用一下没有还可以就是有点小贵
5121,2474,_, , ,有点小贵,15,19,价格,负面,货收到了使用一下没有还可以就是有点小贵
5122,2475,_, , ,还行,0,2,整体,正面,还行，就是刚开始的味道不喜欢
5123,2475,味道,9,11,不喜欢,11,14,气味,负面,还行，就是刚开始的味道不喜欢
5124,2476,_, , ,一如既往的好,0,6,整体,正面,一如既往的好 用三个双十一了 跟实体店一样 每次都这样备一年的 超划算
5125,2476,_, , ,超划算,32,35,价格,正面,一如既往的好 用三个双十一了 跟实体店一样 每次都这样备一年的 超划算
5126,2477,_, , ,不错,6,8,整体,正面,昨天用了一片不错。赠品是钥匙扣儿之类的就好了。
5127,2478,_, , ,很棒,0,2,整体,正面,很棒很服帖不会浮粉，很显白哦，
5128,2478,_, , ,很服帖,2,5,使用体验,正面,很棒很服帖不会浮粉，很显白哦，
5129,2478,_, , ,不会浮粉,5,9,使用体验,正面,很棒很服帖不会浮粉，很显白哦，
5130,2478,_, , ,很显白,10,13,功效,正面,很棒很服帖不会浮粉，很显白哦，
5131,2479,_, , ,特别不愉快,32,37,服务,负面,刚买了几天就掉价了，客服不处理退差价，申请了退货，才处理了差价，特别不愉快。都影响心情了
5132,2480,_, , ,一点也不刺激,0,6,使用体验,正面,一点也不刺激，很好用
5133,2480,_, , ,很好用,7,10,整体,正面,一点也不刺激，很好用
5134,2481,吸收情况,8,12,有点厚重,13,17,使用体验,中性,个人情况：混油 吸收情况：有点厚重夏天用
5135,2482,性价比,0,3,不错,3,5,其他,正面,性价比不错，挺优惠的。以后会考虑回购
5136,2482,_, , ,挺优惠的,6,10,价格,正面,性价比不错，挺优惠的。以后会考虑回购
5137,2483,_, , ,好评,29,31,整体,正面,总体来说不错、我这是第三次购买了、需要的亲们可以放心购买、好评
5138,2483,_, , ,不错,4,6,整体,正面,总体来说不错、我这是第三次购买了、需要的亲们可以放心购买、好评
5139,2484,_, , ,真的不错,12,16,整体,正面,一直用的这个牌子的面膜，真的不错哦！
5140,2485,_, , ,非常好,0,3,整体,正面,非常好，总买这个牌子，大牌子放心，****更放心。
5141,2486,_, , ,很滋润,0,3,使用体验,正面,很滋润，双十一囤货。
5142,2487,香味,7,9,好清淡,3,6,气味,正面,使用后好清淡的香味，也不是那种特别厚重的百，很薄很透，非常喜欢，后期用后再追加评价
5143,2487,_, , ,不是那种特别厚重的百,11,21,功效,正面,使用后好清淡的香味，也不是那种特别厚重的百，很薄很透，非常喜欢，后期用后再追加评价
5144,2487,_, , ,很薄,22,24,使用体验,正面,使用后好清淡的香味，也不是那种特别厚重的百，很薄很透，非常喜欢，后期用后再追加评价
5145,2487,_, , ,很透,24,26,使用体验,正面,使用后好清淡的香味，也不是那种特别厚重的百，很薄很透，非常喜欢，后期用后再追加评价
5146,2487,_, , ,非常喜欢,27,31,整体,正面,使用后好清淡的香味，也不是那种特别厚重的百，很薄很透，非常喜欢，后期用后再追加评价
5147,2488,_, , ,不错,2,4,整体,正面,效果不错哦，而且不伤皮肤，不觉得油腻，卖家服务好，性价比不错哦！
5148,2488,_, , ,不伤皮肤,8,12,使用体验,正面,效果不错哦，而且不伤皮肤，不觉得油腻，卖家服务好，性价比不错哦！
5149,2488,_, , ,不觉得油腻,13,18,使用体验,正面,效果不错哦，而且不伤皮肤，不觉得油腻，卖家服务好，性价比不错哦！
5150,2488,卖家服务,19,23,好,23,24,服务,正面,效果不错哦，而且不伤皮肤，不觉得油腻，卖家服务好，性价比不错哦！
5151,2488,性价比,25,28,不错,2,4,价格,正面,效果不错哦，而且不伤皮肤，不觉得油腻，卖家服务好，性价比不错哦！
5152,2489,_, , ,非常好,0,3,整体,正面,非常好！！！！
5153,2490,_, , ,很好推开,9,13,使用体验,正面,用这款隔离三年了，很好推开而且滋润度也很好！价格也不高，会无限回购
5154,2490,滋润度,15,18,很好,19,21,使用体验,正面,用这款隔离三年了，很好推开而且滋润度也很好！价格也不高，会无限回购
5155,2490,价格,22,24,不高,25,27,价格,正面,用这款隔离三年了，很好推开而且滋润度也很好！价格也不高，会无限回购
5156,2491,_, , ,是正品,11,14,真伪,正面,收到了，还没用，查防伪是正品，用过后再来追评。
5157,2492,_, , ,好评,17,19,整体,正面,一直用的这款，超级好用，超级服帖，好评
5158,2492,_, , ,超级服帖,12,16,使用体验,正面,一直用的这款，超级好用，超级服帖，好评
5159,2492,_, , ,超级好用,7,11,整体,正面,一直用的这款，超级好用，超级服帖，好评
5160,2493,_, , ,还行,2,4,整体,正面,用着还行  不是特别白  能接受
5161,2493,_, , ,不是特别白,6,11,功效,正面,用着还行  不是特别白  能接受
5162,2493,_, , ,能接受,13,16,整体,正面,用着还行  不是特别白  能接受
5163,2494,_, , ,挺干净的,2,6,功效,正面,洗的挺干净的
5164,2495,物流,0,2,很快,2,4,物流,正面,物流很快。买一送一，超级实惠。
5165,2495,_, , ,超级实惠,10,14,价格,正面,物流很快。买一送一，超级实惠。
5166,2496,效果,12,14,不错,14,16,功效,正面,第二次购买了，第一次买的效果不错
5167,2497,_, , ,还行,2,4,整体,正面,看着还行  还没用
5168,2498,质量,0,2,还不错,2,5,其他,正面,质量还不错，快递也很快，送货上门哦，不错的选择！喜欢这个
5169,2498,快递,6,8,很快,9,11,物流,正面,质量还不错，快递也很快，送货上门哦，不错的选择！喜欢这个
5170,2498,_, , ,喜欢,24,26,整体,正面,质量还不错，快递也很快，送货上门哦，不错的选择！喜欢这个
5171,2499,_, , ,还可以,0,3,整体,正面,还可以，送了两个替换装，不知道替换装会不会更好
5172,2500,_, , ,好评,5,7,整体,正面,还没试，先好评
5173,2501,_, , ,失望,22,24,整体,负面,果然一分价钱一分货，洗在脸上一点感觉都没有，失望
5174,2502,保湿效果,11,15,不错,15,17,功效,正面,宝贝收到了，非常满意，保湿效果不错，很服帖，下次还会光顾的
5175,2502,_, , ,非常满意,6,10,整体,正面,宝贝收到了，非常满意，保湿效果不错，很服帖，下次还会光顾的
5176,2502,_, , ,很服帖,18,21,使用体验,正面,宝贝收到了，非常满意，保湿效果不错，很服帖，下次还会光顾的
5177,2503,效果,0,2,很好,2,4,功效,正面,效果很好，值得购买。棒棒哒
5178,2503,_, , ,棒棒哒,10,13,整体,正面,效果很好，值得购买。棒棒哒
5179,2504,_, , ,还不错,0,3,整体,正面,还不错，易涂开，谢谢卖家送两小瓶卸妆水
5180,2504,_, , ,易涂开,4,7,使用体验,正面,还不错，易涂开，谢谢卖家送两小瓶卸妆水
5181,2505,_, , ,不错,15,17,使用体验,正面,懒得拍照，所以只能截图了，用着不错，容易推开，很润，也显白
5182,2505,_, , ,容易推开,18,22,使用体验,正面,懒得拍照，所以只能截图了，用着不错，容易推开，很润，也显白
5183,2505,_, , ,很润,23,25,使用体验,正面,懒得拍照，所以只能截图了，用着不错，容易推开，很润，也显白
5184,2505,_, , ,显白,27,29,功效,正面,懒得拍照，所以只能截图了，用着不错，容易推开，很润，也显白
5185,2506,_, , ,便宜,15,17,价格,正面,用了两贴，没觉出什么来。主要是便宜。
5186,2507,_, , ,挺好,10,12,整体,正面,面膜正在使用中，效果挺好的，会持续关注的
5187,2508,_, , ,很不错,0,3,整体,正面,很不错，第二次购买了！继续支持！
5188,2509,_, , ,不错,4,6,整体,正面,我觉得还不错。我是干皮，用起来特别滋润，防晒效果还待观察！！！！！！！！！！！！！！！！！！！！！！！哈哈哈哈哈哈哈哈哈哈哈
5189,2509,_, , ,特别滋润,15,19,使用体验,正面,我觉得还不错。我是干皮，用起来特别滋润，防晒效果还待观察！！！！！！！！！！！！！！！！！！！！！！！哈哈哈哈哈哈哈哈哈哈哈
5190,2509,防晒效果,20,24,_, , ,功效,中性,我觉得还不错。我是干皮，用起来特别滋润，防晒效果还待观察！！！！！！！！！！！！！！！！！！！！！！！哈哈哈哈哈哈哈哈哈哈哈
5191,2510,_, , ,很好用,0,3,整体,正面,很好用，很喜欢，2个换用，很喜欢，物有所值，包装和快递都好，下次再买
5192,2510,_, , ,很喜欢,4,7,整体,正面,很好用，很喜欢，2个换用，很喜欢，物有所值，包装和快递都好，下次再买
5193,2510,_, , ,物有所值,17,21,整体,正面,很好用，很喜欢，2个换用，很喜欢，物有所值，包装和快递都好，下次再买
5194,2510,包装,22,24,好,28,29,包装,正面,很好用，很喜欢，2个换用，很喜欢，物有所值，包装和快递都好，下次再买
5195,2510,快递,25,27,好,28,29,物流,正面,很好用，很喜欢，2个换用，很喜欢，物有所值，包装和快递都好，下次再买
5196,2511,快递小个,0,4,很是给力,4,8,物流,正面,快递小个很是给力，手机没有电了，还在那里等我来拿货，**快递就是好，下次还会回购的哦?。
5197,2512,_, , ,很不错,0,3,整体,正面,很不错，用后不紧绷，赞
5198,2512,_, , ,不紧绷,6,9,使用体验,正面,很不错，用后不紧绷，赞
5199,2513,_, , ,很大气,15,18,包装,正面,到货还没有用，应该好用。看上去很大气。
5200,2514,_, , ,还不错,2,5,整体,正面,效果还不错，活动购买的，价格很实惠
5201,2514,活动,6,8,_, , ,价格,正面,效果还不错，活动购买的，价格很实惠
5202,2514,价格,12,14,很实惠,14,17,价格,正面,效果还不错，活动购买的，价格很实惠
5203,2515,_, , ,是正品,0,3,真伪,正面,是正品，和实体店买的一样的，网购比较优惠了，还送了一个漂亮的晚宴包，大气上档次，很喜欢
5204,2515,_, , ,比较优惠,16,20,价格,正面,是正品，和实体店买的一样的，网购比较优惠了，还送了一个漂亮的晚宴包，大气上档次，很喜欢
5205,2515,_, , ,大气上档次,34,39,使用体验,正面,是正品，和实体店买的一样的，网购比较优惠了，还送了一个漂亮的晚宴包，大气上档次，很喜欢
5206,2515,_, , ,很喜欢,40,43,整体,正面,是正品，和实体店买的一样的，网购比较优惠了，还送了一个漂亮的晚宴包，大气上档次，很喜欢
5207,2516,清洁能力,0,4,挺干净的,17,21,功效,正面,清洁能力：泡沫很多，一搓就有，洗的挺干净的，味道也好闻，很温和
5208,2516,味道,22,24,好闻,25,27,气味,正面,清洁能力：泡沫很多，一搓就有，洗的挺干净的，味道也好闻，很温和
5209,2516,_, , ,很温和,28,31,使用体验,正面,清洁能力：泡沫很多，一搓就有，洗的挺干净的，味道也好闻，很温和
5210,2516,泡沫,5,7,很多,7,9,使用体验,正面,清洁能力：泡沫很多，一搓就有，洗的挺干净的，味道也好闻，很温和
5211,2517,活动,5,7,_, , ,价格,正面,买一送一的活动，**联名款，看起来不错的样子，买来给媳妇备用的
5212,2517,_, , ,看起来不错,14,19,整体,正面,买一送一的活动，**联名款，看起来不错的样子，买来给媳妇备用的
5213,2518,_, , ,很好,2,4,整体,正面,这个很好！很细！也润！
5214,2518,_, , ,很细,5,7,使用体验,正面,这个很好！很细！也润！
5215,2518,_, , ,润,9,10,使用体验,正面,这个很好！很细！也润！
5216,2519,_, , ,非常好,0,3,整体,正面,非常好，每年双11购买的必须品。
5217,2520,快递的速度,15,20,最喜欢,7,10,物流,正面,卸妆水收到了，最喜欢的就是**快递的速度，产品也不错，会继续光顾
5218,2520,_, , ,不错,24,26,整体,正面,卸妆水收到了，最喜欢的就是**快递的速度，产品也不错，会继续光顾
5219,2521,_, , ,正品,12,14,真伪,正面,喜欢**购物，方便快捷，正品，而且价位合适。这个第一次使用，期待效果！
5220,2522,_, , ,好香,0,2,气味,正面,好香，上午下单下午就到了
5221,2523,_, , ,非常好用,2,6,整体,正面,非常非常好用啊 色号上脸正正好 稍微白了一点点 过几个小时暗沉下来正好和肤色完美融合 也不怎么容易脱妆 总之很满意
5222,2523,_, , ,白了一点点,18,23,功效,中性,非常非常好用啊 色号上脸正正好 稍微白了一点点 过几个小时暗沉下来正好和肤色完美融合 也不怎么容易脱妆 总之很满意
5223,2523,_, , ,很满意,54,57,整体,正面,非常非常好用啊 色号上脸正正好 稍微白了一点点 过几个小时暗沉下来正好和肤色完美融合 也不怎么容易脱妆 总之很满意
5224,2524,_, , ,很好用,0,3,整体,正面,很好用！！！！
5225,2525,物流,6,8,很快,9,11,物流,正面,宝贝已收到，物流也很快。
5226,2526,_, , ,不错,17,19,整体,正面,宝贝物美价廉非常好虽然还没用，应该不错
5227,2526,_, , ,非常好,6,9,整体,正面,宝贝物美价廉非常好虽然还没用，应该不错
5228,2526,_, , ,物美价廉,2,6,价格,正面,宝贝物美价廉非常好虽然还没用，应该不错
5229,2527,送货速度,0,4,快,4,5,物流,正面,送货速度快包装很好
5230,2527,包装,5,7,很好,7,9,包装,正面,送货速度快包装很好
5231,2528,_, , ,真心不错,9,13,整体,正面,用了几天才来评价，真心不错直得购买
5232,2529,活动价格,4,8,超值,8,10,价格,正面,很喜欢，活动价格超值，真的很美丽啊，越来越觉得**好了
5233,2529,_, , ,很喜欢,0,3,整体,正面,很喜欢，活动价格超值，真的很美丽啊，越来越觉得**好了
5234,2530,活动价格,0,4,相当的便宜,5,10,价格,正面,活动价格，相当的便宜，没用过这个品牌的，但也就追求个基础保湿，应该不会太差。
5235,2531,_, , ,很水润,7,10,使用体验,正面,之前用过 感觉很水润 所以又买了
5236,2532,_, , ,比较油腻,10,14,使用体验,负面,和我的小伙伴一起用的比较油腻必须用水洗两遍才会好，现在左右还没有看到，希望这两天能够有好的效果。
5237,2533,活动,14,16,_, , ,价格,正面,刚收到没开始用，期待效果，搞活动，秒的，价格还可以，好用会回头的
5238,2533,价格,20,22,还可以,22,25,价格,正面,刚收到没开始用，期待效果，搞活动，秒的，价格还可以，好用会回头的
5239,2534,_, , ,不好,0,2,整体,负面,不好卡粉，还一百多块钱的东西啊，和几十块钱的差不多?
5240,2534,_, , ,卡粉,2,4,使用体验,负面,不好卡粉，还一百多块钱的东西啊，和几十块钱的差不多?
5241,2535,保湿效果,29,33,很好,35,37,功效,正面,家里的面膜全部换成***，我姐家也塞满了，现在是一天一片，保湿效果真的很好！
5242,2536,精华水,0,3,少,3,4,成分,负面,精华水少，面膜有点硬，总体还不错
5243,2536,_, , ,有点硬,7,10,使用体验,负面,精华水少，面膜有点硬，总体还不错
5244,2536,_, , ,还不错,13,16,整体,正面,精华水少，面膜有点硬，总体还不错
5245,2537,物流,4,6,很快,6,8,物流,正面,好用  物流很快
5246,2537,_, , ,好用,0,2,整体,正面,好用  物流很快
5247,2538,_, , ,还行,0,2,整体,正面,还行，还OK啦
5248,2539,_, , ,好评,15,17,整体,正面,少送了一瓶，卖家又给多发了一瓶好评
5249,2540,_, , ,很好,4,6,整体,正面,一直用。很好，喜欢，还送了抱枕，挺好的，用完，在来买。呵呵，好评
5250,2540,_, , ,喜欢,7,9,整体,正面,一直用。很好，喜欢，还送了抱枕，挺好的，用完，在来买。呵呵，好评
5251,2540,_, , ,挺好的,16,19,整体,正面,一直用。很好，喜欢，还送了抱枕，挺好的，用完，在来买。呵呵，好评
5252,2541,补水效果,8,12,非常好,12,15,功效,正面,这款面膜回购的，补水效果非常好
5253,2542,_, , ,挺好用的,14,18,整体,正面,这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。
5254,2542,_, , ,挺自然的,30,34,功效,正面,这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。
5255,2542,问道,35,37,可以,38,40,气味,正面,这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。
5256,2542,_, , ,真喜欢,41,44,整体,正面,这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。
5257,2543,物流,0,2,超级差,2,5,物流,负面,物流超级差 到达目的地5天才派送
5258,2544,_, , ,很好,2,4,整体,正面,面膜很好，一直用他家的，很好用哦！
5259,2544,_, , ,很好用,12,15,整体,正面,面膜很好，一直用他家的，很好用哦！
5260,2545,物流,0,2,很快,2,4,物流,正面,物流很快还是那个味道  正装一如既往的好送的比之前的少了点  寄保质期也比较近了&hellip
5261,2545,味道,8,10,_, , ,气味,正面,物流很快还是那个味道  正装一如既往的好送的比之前的少了点  寄保质期也比较近了&hellip
5262,2545,_, , ,好,19,20,整体,正面,物流很快还是那个味道  正装一如既往的好送的比之前的少了点  寄保质期也比较近了&hellip
5263,2545,保质期,32,35,比较近,36,39,新鲜度,负面,物流很快还是那个味道  正装一如既往的好送的比之前的少了点  寄保质期也比较近了&hellip
5264,2546,_, , ,强力推荐,0,4,整体,正面,强力推荐的面膜，超级好用补水水润，喜欢喜欢。
5265,2546,_, , ,超级好用,8,12,整体,正面,强力推荐的面膜，超级好用补水水润，喜欢喜欢。
5266,2546,_, , ,补水,12,14,功效,正面,强力推荐的面膜，超级好用补水水润，喜欢喜欢。
5267,2546,_, , ,水润,14,16,使用体验,正面,强力推荐的面膜，超级好用补水水润，喜欢喜欢。
5268,2546,_, , ,喜欢,17,19,整体,正面,强力推荐的面膜，超级好用补水水润，喜欢喜欢。
5269,2547,上妆效果,5,9,一般,9,11,功效,中性,上妆效果：上妆效果一般咯 持久情况：持久度不错
5270,2547,持久度,18,21,不错,21,23,功效,正面,上妆效果：上妆效果一般咯 持久情况：持久度不错
5271,2548,_, , ,不好,0,2,整体,负面,不好，不好，没有实体店里好，好刺鼻啊，
5272,2548,_, , ,好刺鼻,14,17,气味,负面,不好，不好，没有实体店里好，好刺鼻啊，
5273,2549,_, , ,挺好用,2,5,整体,正面,这个挺好用的，之前也是用的这个都是在店里买的，这次在网上买的也不错，脸比较干这个保湿效果还行
5274,2549,保湿效果,40,44,还行,44,46,功效,正面,这个挺好用的，之前也是用的这个都是在店里买的，这次在网上买的也不错，脸比较干这个保湿效果还行
5275,2550,_, , ,不油,36,38,使用体验,正面,跟实体店一样的，关键是还送了两瓶甲油，我皮肤偏黄，选了紫色，试用了一下，不油，特别喜欢
5276,2550,_, , ,特别喜欢,39,43,整体,正面,跟实体店一样的，关键是还送了两瓶甲油，我皮肤偏黄，选了紫色，试用了一下，不油，特别喜欢
5277,2551,_, , ,保湿,9,11,功效,正面,不错哦，挺好用的，保湿补水
5278,2551,_, , ,补水,11,13,功效,正面,不错哦，挺好用的，保湿补水
5279,2551,_, , ,不错哦,0,3,整体,正面,不错哦，挺好用的，保湿补水
5280,2551,_, , ,挺好用的,4,8,整体,正面,不错哦，挺好用的，保湿补水
5281,2552,发货速度,16,20,快,20,21,物流,正面,第二次购买的，一直用这个，好用，发货速度快，很满意
5282,2552,_, , ,很满意,22,25,整体,正面,第二次购买的，一直用这个，好用，发货速度快，很满意
5283,2552,_, , ,好用,13,15,整体,正面,第二次购买的，一直用这个，好用，发货速度快，很满意
5284,2553,_, , ,挺水润的,5,9,使用体验,正面,试了一下，挺水润的，给妈妈买的。
5285,2554,_, , ,非常好用,0,4,整体,正面,非常好用，不干，湿润，美白，效果好！
5286,2554,_, , ,不干,5,7,使用体验,正面,非常好用，不干，湿润，美白，效果好！
5287,2554,_, , ,湿润,8,10,使用体验,正面,非常好用，不干，湿润，美白，效果好！
5288,2554,_, , ,美白,11,13,功效,正面,非常好用，不干，湿润，美白，效果好！
5289,2555,_, , ,很好用,0,3,整体,正面,很好用的一款cc霜
5290,2556,_, , ,很干,2,4,使用体验,负面,用着很干，不好用。
5291,2556,_, , ,不好用,5,8,使用体验,负面,用着很干，不好用。
5292,2557,_, , ,好评,5,7,整体,正面,多次购买！好评！
5293,2558,颜色,5,7,稍微白一点,7,12,包装,中性,比自己皮肤颜色稍微白一点，还是比较自然的，一点点可以用全脸
5294,2558,颜色,5,7,比较自然,15,19,包装,正面,比自己皮肤颜色稍微白一点，还是比较自然的，一点点可以用全脸
5295,2559,清洗,6,8,很干净,9,12,功效,正面,上次买了一支清洗的很干净，看见有活动又马上囤了两支
5296,2559,活动,16,18,_, , ,价格,正面,上次买了一支清洗的很干净，看见有活动又马上囤了两支
5297,2560,_, , ,不错,2,4,整体,正面,东西不错，值得购买，加油
5298,2561,_, , ,非常好,3,6,整体,正面,好很好非常好
5299,2561,_, , ,很好,1,3,整体,正面,好很好非常好
5300,2561,_, , ,好,0,1,整体,正面,好很好非常好
5301,2562,清香味,22,25,淡淡的,19,22,气味,正面,宝贝收到了，跟描述的一样，试用了一下有淡淡的清香味，还可以。满意
5302,2562,_, , ,还可以,26,29,整体,正面,宝贝收到了，跟描述的一样，试用了一下有淡淡的清香味，还可以。满意
5303,2562,_, , ,满意,30,32,整体,正面,宝贝收到了，跟描述的一样，试用了一下有淡淡的清香味，还可以。满意
5304,2563,酒精味,26,29,那么重,34,37,气味,中性,还不错，不会泛白，刚上脸会有点油，过一会儿就不会了，酒精味跟碧柔一样那么重，但不会辣眼睛
5305,2563,_, , ,还不错,0,3,整体,正面,还不错，不会泛白，刚上脸会有点油，过一会儿就不会了，酒精味跟碧柔一样那么重，但不会辣眼睛
5306,2564,_, , ,可以,2,4,整体,正面,感觉可以，
5307,2565,物流速度,4,8,快,8,9,物流,正面,****物流速度快，商品价格优惠！
5308,2565,价格,12,14,优惠,14,16,价格,正面,****物流速度快，商品价格优惠！
5309,2566,价格,13,15,很便宜,15,18,价格,正面,产品收到了，还没有用，不过价格很便宜，还送了面膜呢
5310,2567,酒精味,8,11,_, , ,气味,负面,不知为什么这次的酒精味都点大，之前的都没什么酒精味
5311,2568,补水效果,11,15,还不错,15,18,功效,正面,之前买过一次，用了觉得补水效果还不错，赶上活动就又囤了点货
5312,2569,味道,0,2,很清新,2,5,气味,正面,味道很清新自然
5313,2569,味道,0,2,自然,5,7,气味,正面,味道很清新自然
5314,2570,_, , ,很好,0,2,整体,正面,很好，多次购买，希望38节活动多多
5315,2571,_, , ,很好,2,4,整体,正面,用过很好！支持***买来送朋友！质量也很好！外包装也很卫生！? ? ?
5316,2572,_, , ,好用,18,20,整体,正面,***，一直用这个牌子的护肤品，感觉好用
5317,2573,_, , ,很不错,8,11,整体,正面,宝贝收到了，用着很不错，客服小海龙非常好。
5318,2573,客服,12,14,非常好,17,20,服务,正面,宝贝收到了，用着很不错，客服小海龙非常好。
5319,2574,快递,0,2,很快,2,4,物流,正面,快递很快呀 比我想的早多啦开心～
5320,2575,味道,0,2,挺好闻的,2,6,气味,正面,味道挺好闻的
5321,2576,_, , ,不怎么亮肤,0,5,功效,负面,不怎么亮肤
5322,2577,_, , ,很喜欢,0,3,整体,正面,很喜欢，也挺好用的
5323,2577,_, , ,挺好用的,5,9,整体,正面,很喜欢，也挺好用的
5324,2578,补水效果,2,6,很好,6,8,功效,正面,面膜补水效果很好。
5325,2579,活动,19,21,便宜实惠,23,27,价格,正面,是他家的忠实粉丝，护肤品全是他家的，搞活动时买便宜实惠
5326,2580,送货,17,19,很快,19,21,物流,正面,一直在**买东西，相信**的品质，送货很快，服务也很好！
5327,2580,服务,22,24,很好,25,27,服务,正面,一直在**买东西，相信**的品质，送货很快，服务也很好！
5328,2581,_, , ,没有那么润,15,20,使用体验,负面,用了一次了，就是感觉洗了以后脸没有那么润，还是紧绷
5329,2581,_, , ,还是紧绷,21,25,使用体验,负面,用了一次了，就是感觉洗了以后脸没有那么润，还是紧绷
5330,2582,保湿效果,0,4,不错,4,6,功效,正面,保湿效果不错
5331,2583,清洁能力,0,4,还行,7,9,功效,正面,清洁能力：感觉还行，泡沫不会太多，容易清洁，洗完脸不会很干！忘记拍照了！
5332,2583,泡沫,10,12,不会太多,12,16,使用体验,正面,清洁能力：感觉还行，泡沫不会太多，容易清洁，洗完脸不会很干！忘记拍照了！
5333,2583,_, , ,容易清洁,17,21,使用体验,正面,清洁能力：感觉还行，泡沫不会太多，容易清洁，洗完脸不会很干！忘记拍照了！
5334,2583,_, , ,不会很干,25,29,使用体验,正面,清洁能力：感觉还行，泡沫不会太多，容易清洁，洗完脸不会很干！忘记拍照了！
5335,2584,效果,0,2,很好,2,4,功效,正面,效果很好，价格很便宜！！！
5336,2584,价格,5,7,很便宜,7,10,价格,正面,效果很好，价格很便宜！！！
5337,2585,包装,18,20,太简单了,20,24,包装,负面,同事双十一买的，没有单独的盒装包装，包装太简单了，就一塑料袋子
5338,2586,控油效果,0,4,_, , ,功效,中性,控油效果：这个人很懒，什么都没写。。
5339,2587,物流,5,7,很快,7,9,物流,正面,东西很好 物流很快 价格实惠
5340,2587,价格,10,12,实惠,12,14,价格,正面,东西很好 物流很快 价格实惠
5341,2587,_, , ,很好,2,4,整体,正面,东西很好 物流很快 价格实惠
5342,2588,_, , ,挺好的,0,3,整体,正面,挺好的，双十一回购
5343,2589,_, , ,服帖,12,14,使用体验,正面,一直使用这款隔离霜，轻薄服帖不油腻，上妆后非常自然。会一直关注的。
5344,2589,_, , ,不油腻,14,17,使用体验,正面,一直使用这款隔离霜，轻薄服帖不油腻，上妆后非常自然。会一直关注的。
5345,2589,_, , ,非常自然,21,25,功效,正面,一直使用这款隔离霜，轻薄服帖不油腻，上妆后非常自然。会一直关注的。
5346,2589,_, , ,轻薄,10,12,使用体验,正面,一直使用这款隔离霜，轻薄服帖不油腻，上妆后非常自然。会一直关注的。
5347,2590,快递小哥,12,16,神速,16,18,物流,正面,昨晚下单，今早上就到了，快递小哥神速
5348,2591,礼品,11,13,_, , ,价格,正面,东西收到了，店家还送了礼品，很棒。看的很满意，送朋友的。
5349,2591,_, , ,很满意,19,22,整体,正面,东西收到了，店家还送了礼品，很棒。看的很满意，送朋友的。
5350,2591,_, , ,很棒,14,16,整体,正面,东西收到了，店家还送了礼品，很棒。看的很满意，送朋友的。
5351,2592,物流,22,24,很快,25,27,物流,正面,卖家还送了两贴面膜和卸妆水小样，看起来不错啊物流也很快
5352,2592,_, , ,不错,19,21,整体,正面,卖家还送了两贴面膜和卸妆水小样，看起来不错啊物流也很快
5353,2593,_, , ,好用,0,2,整体,正面,好用，实惠
5354,2593,_, , ,实惠,3,5,价格,正面,好用，实惠
5355,2594,味道,0,2,挺好闻的,2,6,气味,正面,味道挺好闻的，上妆效果很好
